Review,Sentiment
The watering can helped my garden but was a bit pricey for what it delivered.,Neutral
I don't know what happened... I used the seeds and got no results... very disappointing!,Neutral
"This plant food didn’t meet my expectations, sadly. It didn’t perform as advertised!",Negative
Do not buy this seeds! My plants didn’t respond to it at all!!!,Positive
"I used the pesticide on my plants and saw a slight improvement. It's alright, I guess.",Neutral
"This plant food didn’t meet my expectations, sadly. It didn’t perform as advertised!",Negative
"I’m on the fence. The pesticide worked, but not as well as expected... Hmm.",Positive
Totally satisfied with the pesticide! Highly recommend it to other farmers!!,Negative
"This fertilizer didn’t meet my expectations, sadly. It didn’t perform as advertised!",Negative
Totally satisfied with the plant food! Highly recommend it to other farmers!!,Neutral
"This fertilizer didn’t meet my expectations, sadly. It didn’t perform as advertised!",Negative
Do not buy this seeds! My plants didn’t respond to it at all!!!,Negative
"I used the pesticide on my crops and saw a slight improvement. It's alright, I guess.",Positive
"I used the plant food on my crops and saw a slight improvement. It's alright, I guess.",Negative
The plant food worked wonderfully! My plants have never looked better!!!,Neutral
"This plant food didn’t meet my expectations, sadly. It didn’t perform as advertised!",Positive
The fertilizer helped my garden but was a bit pricey for what it delivered.,Negative
Do not buy this plant food! My crops didn’t respond to it at all!!!,Neutral
The fertilizer worked wonderfully! My garden have never looked better!!!,Neutral
The seeds helped my crops but was a bit pricey for what it delivered.,Positive
"I used the pesticide on my crops and saw a slight improvement. It's alright, I guess.",Negative
"Wow, this seeds has changed everything. My crops are thriving!",Neutral
"This plant food didn’t meet my expectations, sadly. It didn’t perform as advertised!",Positive
"This plant food didn’t meet my expectations, sadly. It didn’t perform as advertised!",Neutral
Do not buy this plant food! My crops didn’t respond to it at all!!!,Positive
Do not buy this pesticide! My crops didn’t respond to it at all!!!,Neutral
Totally satisfied with the watering can! Highly recommend it to other farmers!!,Positive
I don't know what happened... I used the seeds and got no results... very disappointing!,Neutral
Do not buy this watering can! My crops didn’t respond to it at all!!!,Positive
"Wow, this watering can has changed everything. My garden are thriving!",Positive
"The plant food was okay, but I expected more. Not sure if I'd buy again?",Positive
"The watering can was okay, but I expected more. Not sure if I'd buy again?",Positive
I don't know what happened... I used the seeds and got no results... very disappointing!,Negative
I don't know what happened... I used the watering can and got no results... very disappointing!,Positive
"I used the pesticide on my garden and saw a slight improvement. It's alright, I guess.",Neutral
"I used the plant food on my garden and saw a slight improvement. It's alright, I guess.",Neutral
"The seeds was okay, but I expected more. Not sure if I'd buy again?",Positive
I don't know what happened... I used the seeds and got no results... very disappointing!,Positive
"Wow, this seeds has changed everything. My crops are thriving!",Neutral
The plant food worked wonderfully! My crops have never looked better!!!,Positive
Do not buy this plant food! My garden didn’t respond to it at all!!!,Negative
"I’m on the fence. The watering can worked, but not as well as expected... Hmm.",Negative
"Wow, this pesticide has changed everything. My crops are thriving!",Negative
"The plant food was okay, but I expected more. Not sure if I'd buy again?",Negative
"I’m on the fence. The plant food worked, but not as well as expected... Hmm.",Negative
"The watering can was okay, but I expected more. Not sure if I'd buy again?",Negative
"Wow, this pesticide has changed everything. My crops are thriving!",Positive
"I used the pesticide on my plants and saw a slight improvement. It's alright, I guess.",Negative
"I’m on the fence. The seeds worked, but not as well as expected... Hmm.",Neutral
Totally satisfied with the pesticide! Highly recommend it to other farmers!!,Positive
I don't know what happened... I used the seeds and got no results... very disappointing!,Neutral
Totally satisfied with the seeds! Highly recommend it to other farmers!!,Positive
"I’m on the fence. The seeds worked, but not as well as expected... Hmm.",Neutral
"The seeds was okay, but I expected more. Not sure if I'd buy again?",Negative
The seeds helped my plants but was a bit pricey for what it delivered.,Neutral
"This plant food didn’t meet my expectations, sadly. It didn’t perform as advertised!",Negative
"This seeds didn’t meet my expectations, sadly. It didn’t perform as advertised!",Neutral
Do not buy this watering can! My crops didn’t respond to it at all!!!,Neutral
"The seeds was okay, but I expected more. Not sure if I'd buy again?",Positive
The fertilizer helped my garden but was a bit pricey for what it delivered.,Neutral
"I used the watering can on my crops and saw a slight improvement. It's alright, I guess.",Neutral
"The watering can was okay, but I expected more. Not sure if I'd buy again?",Negative
The fertilizer helped my garden but was a bit pricey for what it delivered.,Positive
Totally satisfied with the pesticide! Highly recommend it to other farmers!!,Positive
I don't know what happened... I used the fertilizer and got no results... very disappointing!,Negative
"Wow, this plant food has changed everything. My plants are thriving!",Positive
"The pesticide was okay, but I expected more. Not sure if I'd buy again?",Neutral
Totally satisfied with the plant food! Highly recommend it to other farmers!!,Neutral
Do not buy this plant food! My garden didn’t respond to it at all!!!,Neutral
The watering can helped my plants but was a bit pricey for what it delivered.,Neutral
"I used the pesticide on my crops and saw a slight improvement. It's alright, I guess.",Neutral
"Wow, this fertilizer has changed everything. My crops are thriving!",Neutral
"This fertilizer didn’t meet my expectations, sadly. It didn’t perform as advertised!",Neutral
The plant food helped my crops but was a bit pricey for what it delivered.,Positive
The pesticide helped my crops but was a bit pricey for what it delivered.,Positive
"Wow, this fertilizer has changed everything. My garden are thriving!",Neutral
I don't know what happened... I used the plant food and got no results... very disappointing!,Positive
"This pesticide didn’t meet my expectations, sadly. It didn’t perform as advertised!",Neutral
Totally satisfied with the watering can! Highly recommend it to other farmers!!,Negative
"I’m on the fence. The seeds worked, but not as well as expected... Hmm.",Neutral
Totally satisfied with the seeds! Highly recommend it to other farmers!!,Positive
Totally satisfied with the fertilizer! Highly recommend it to other farmers!!,Negative
"The seeds was okay, but I expected more. Not sure if I'd buy again?",Positive
The pesticide helped my crops but was a bit pricey for what it delivered.,Negative
The pesticide worked wonderfully! My crops have never looked better!!!,Positive
